Stats on top 100 results,,,,,,,,,,
keyword,count,average confidence,max confidence,Hits / 1430172,average confidence of top 10%,meaning,relevant,relative count,relative hits,sample weight
04.05.02,1,0.02127,0.02127,1534,0.096188453,"Personified objects, combinations of objects representing a personage",,0.01,0.0010725983,
04.05.05,1,0.02127,0.02127,1373,0.096188453,"Other unidentifiable personifications, other fantastic beings of human appearance, genies, snowmen, scarecrows and ghosts",,0.01,0.0009600244,
15.09.10,1,0.003009,0.003009,437,0.096188453,Electric plugs,,0.01,0.0003055577,
02.01.08,1,0.00386,0.00386,2166,0.096188453,"Acrobats, athletes, dancers, jugglers, nude men, men practising sports, men on bicycle, on motorcycle etc. (except 2.1.2, 2.1.12, 2.1.14, 2.1.20 and 2.1.21)",,0.01,0.0015145032,
01.11.12,1,0.002564,0.002564,248,0.096188453,Starry sky,,0.01,0.0001734057,
27.99.10,1,0.00377,0.00377,1442,0.096188453,Letter “J”,,0.01,0.0010082703,
26.99.03,1,0.002337,0.002337,15240,0.096188453,One ellipse,,0.01,0.0106560609,
27.99.12,1,0.002413,0.002413,3032,0.096188453,Letter “L”,,0.01,0.0021200247,
03.09.04,1,0.002648,0.002648,411,0.096188453,Dolphins,,0.01,0.000287378,
06.01.04,1,0.002528,0.002528,1604,0.096188453,Mountains or volcanoes stylized,,0.01,0.0011215434,
25.01.25,1,0.00447,0.00447,4406,0.096188453,Other ornamental motifs,,0.01,0.0030807483,
24.01.01,1,0.002808,0.002808,261,0.096188453,Shields containing neither a figurative element nor an inscription,,0.01,0.0001824955,
04.03.99,1,0.007698,0.007698,254,0.096188453,Other fabulous animals,,0.01,0.000177601,
01.15.23,1,0.004068,0.004068,1885,0.096188453,"Vortices, rotary movements, tornadoes",,0.01,0.0013180233,
03.05.28,1,0.002847,0.002847,270,0.096188453,Animals of Series V sitting down,,0.01,0.0001887885,
24.15.07,1,0.003489,0.003489,1035,0.096188453,"Arrows combined with a letter, monogram or numeral(s)",,0.01,0.0007236892,
24.15.02,1,0.003489,0.003489,2666,0.096188453,Two arrows,,0.01,0.0018641114,
27.99.03,1,0.003598,0.003598,6684,0.096188453,Letter “C”,,0.01,0.0046735637,
27.99.02,1,0.002413,0.002413,5202,0.096188453,Letter “B”,,0.01,0.0036373247,
27.99.01,1,0.008682,0.008682,6137,0.096188453,Letter “A”,,0.01,0.0042910923,
26.01.21,1,0.002743,0.002743,544,0.096188453,Circles containing inscriptions arranged in circular form,,0.01,0.0003803738,
05.05.20,1,0.0073140001,0.0073140001,7099,0.096188453,Stylized flowers,,0.01,0.0049637386,
05.05.21,1,0.0073140001,0.0073140001,7200,0.096188453,One flower,,0.01,0.0050343595,
04.05.21,1,0.002910001,0.002910001,883,0.096188453,Masks or fanciful or unidentifiable heads,,0.01,0.0006174083,
01.05.23,1,0.00206,0.00206,1012,0.096188453,Other representations of the Earth or of the terrestrial globe,,0.01,0.0007076072,
17.05.17,1,0.007698,0.007698,234,0.096188453,Dials of measuring instruments,,0.01,0.0001636167,
18.01.12,1,0.007541,0.007541,62,0.096188453,Locomotives,,0.01,4.33514290588824E-005,
03.07.08,1,0.008965,0.008965,225,0.096188453,Penguins,,0.01,0.0001573237,
24.17.20,1,0.002743,0.002743,1400,0.096188453,Check sign,,0.01,0.0009789032,
,,,,,,,,0,0,
Squeeze tube blue/white,,,,,,,,0,0,
26.04.05,7,0.0008831571,0.003314,45824,0.0025834,One quadrilateral,,0.07,0.0320409014,
26.04.02,5,0.00049788,0.001124,34538,0.0025834,Rectangles,,0.05,0.0241495429,
25.07.21,5,0.00145592,0.003476,4583,0.0025834,Surfaces or backgrounds covered with straight lines or bands,,0.05,0.0032045097,
26.04.22,4,0.000339575,0.000377,30432,0.0025834,Quadrilaterals containing other inscriptions,,0.04,0.0212785595,
02.01.16,4,0.00051135,0.001037,2887,0.0025834,Shadows or silhouettes of men,,0.04,0.0020186383,
20.05.07,4,0.001341275,0.0044,1799,0.0025834,"Plans, schematic drawings, diagrams, curves, outlines, graphics",,0.04,0.0012578907,
27.05.01,4,0.000446425,0.0006401,76491,0.0025834,Letters presenting a special form of writing,,0.04,0.0534837768,
27.05.21,3,0.0003958333,0.0005121,29138,0.0025834,One letter,,0.03,0.0203737732,
01.05.02,3,0.0003710667,0.0004108,3213,0.0025834,Terrestrial globes with representation solely of meridians and parallels,,0.03,0.0022465829,
25.01.94,3,0.0003850667,0.0005119,5565,0.0025834,Labels in the form of a rectangle,,0.03,0.0038911404,
07.15.22,3,0.0004393,0.0005137,257,0.0025834,"Walls, gates or barriers",,0.03,0.0001796987,
07.01.12,3,0.0007671333,0.001124,627,0.0025834,"Urban houses, skyscrapers",,0.03,0.0004384088,
29.01.11,3,0.0012927667,0.00234,604,0.0025834,One predominant colour,,0.03,0.0004223268,
01.03.01,3,0.000732,0.001018,1580,0.0025834,Sun rising or setting,,0.03,0.0011047622,
27.05.22,3,0.0004837667,0.0005616,14566,0.0025834,"Monograms formed of intertwined, overlapping or otherwise combined letters",,0.03,0.010184789,
25.07.03,3,0.0026759667,0.0044,2125,0.0025834,Surfaces or backgrounds covered with squares or rectangles (except A 25.7.4),,0.03,0.0014858353,
01.15.21,3,0.0003671667,0.0004103,3665,0.0025834,"Bubbles, frothy masses, speech bubbles",,0.03,0.0025626288,
24.17.25,3,0.0004308667,0.0006493,4145,0.0025834,"Other signs, notations or symbols, º (temp), #, bar codes",,0.03,0.0028982528,
24.15.13,2,0.00242045,0.0044,3643,0.0025834,"Arrows forming a circle, an arc of a circle or a ring",,0.02,0.0025472461,
26.04.09,2,0.00034285,0.0003513,12400,0.0025834,"Several quadrilaterals juxtaposed, joined or intersecting",,0.02,0.0086702858,
26.04.01,2,0.0018101,0.003314,22617,0.0025834,Squares,,0.02,0.0158141818,
26.04.98,2,0.0004004,0.0004495,10870,0.0025834,Quadrilaterals containing one or more rounded corners,,0.02,0.0076004844,
26.04.19,2,0.0003817,0.0004495,4664,0.0025834,Quadrilaterals with inscriptions projecting beyond one or more of the sides thereof,,0.02,0.0032611462,
26.04.18,2,0.00039165,0.0004495,12919,0.0025834,Quadrilaterals containing one or more letters,,0.02,0.0090331792,
03.04.13,2,0.0010118,0.001713,1151,0.0025834,"Heads of animals of Series IV, with horns",,0.02,0.0008047983,
26.04.24,2,0.0003416,0.000377,18811,0.0025834,Quadrilaterals with dark surfaces or parts of surfaces,,0.02,0.0131529634,
25.05.01,2,0.00033725,0.0003407,2851,0.0025834,"Backgrounds divided into two, vertically",,0.02,0.0019934665,
02.01.91,2,0.00032165,0.0003482,327,0.0025834,"Men on bicycle, on motorcycle",,0.02,0.0002286438,
07.01.01,2,0.00044725,0.000479,1221,0.0025834,"Castles, fortresses, crenellated walls, palaces",,0.02,0.0008537435,
25.07.99,2,0.00030275,0.000314,723,0.0025834,"Surfaces or backgrounds covered with spickled, recycled paper-like surfaces",,0.02,0.0005055336,
26.07.20,2,0.00033305,0.0003541,3729,0.0025834,Quadrilaterals with lines,,0.02,0.0026073787,
24.09.01,2,0.0015304,0.002624,1858,0.0025834,Crowns closed at the top (by cap of estate or chapeau),,0.02,0.0012991444,
25.07.04,2,0.00188565,0.003314,611,0.0025834,Surfaces or backgrounds in check pattern,,0.02,0.0004272213,
29.01.08,2,0.00093305,0.001551,17277,0.0025834,Black,,0.02,0.0120803652,
07.05.05,2,0.0003644,0.0004315,283,0.0025834,Other ancient monuments,,0.02,0.0001978783,
26.11.07,2,0.00305,0.003476,3748,0.0025834,Vertical lines or bands,,0.02,0.0026206638,
26.11.08,2,0.00194315,0.003476,9376,0.0025834,Horizontal lines or bands,,0.02,0.0065558548,
27.03.12,2,0.00040645,0.0004108,3325,0.0025834,Letters or numerals representing a heavenly body or a natural phenomenon,,0.02,0.0023248952,
29.01.98,2,0.001326,0.001551,10164,0.0025834,Orange,,0.02,0.0071068375,
28.03,2,0.00058385,0.0006493,6290,0.0025834,INSCRIPTIONS IN CHINESE OR JAPANESE CHARACTERS,,0.02,0.0043980724,
02.01.15,2,0.0004359,0.000479,1001,0.0025834,"Other professionals (men), men working, astronauts",,0.02,0.0006999158,
07.01.24,2,0.0008428,0.001124,3274,0.0025834,Dwellings or buildings stylized,,0.02,0.0022892351,
04.05.05,2,0.00038985,0.0004011,1373,0.0025834,"Other unidentifiable personifications, other fantastic beings of human appearance, genies, snowmen, scarecrows and ghosts",,0.02,0.0009600244,
04.05.04,2,0.00108705,0.001773,320,0.0025834,Robots of human appearance,,0.02,0.0002237493,
25.07.07,2,0.00029295,0.0002956,1297,0.0025834,"Surfaces or backgrounds covered with dots, spickled, recycled paper-like surfaces",,0.02,0.0009068839,
25.05.99,2,0.0009453,0.001551,14827,0.0025834,"Backgrounds, in words or numerals, divided into two, three or four",,0.02,0.0103672845,
01.17.03,2,0.00084205,0.001018,202,0.0025834,"Europe, Asia, Eurasia",,0.02,0.0001412418,
27.99.13,2,0.00199405,0.003476,6894,0.0025834,Letter “M”,,0.02,0.0048203992,
27.99.06,2,0.000387,0.0004402,3470,0.0025834,Letter “F”,,0.02,0.0024262816,
27.05.07,2,0.0003408,0.000377,6854,0.0025834,Letters surmounted by a sign of disproportionate size,,0.02,0.0047924306,
27.05.05,2,0.00189555,0.003476,5158,0.0025834,Letters containing written or typographical matter,,0.02,0.0036065592,
21.03.21,1,0.0005193,0.0005193,1445,0.0025834,Targets,,0.01,0.001010368,
05.01.05,1,0.0003238,0.0003238,3236,0.0025834,One tree or one bush,,0.01,0.0022626649,
24.11.07,1,0.0008584,0.0008584,203,0.0025834,,,0.01,0.000141941,
26.04.08,1,0.000377,0.000377,1925,0.0025834,"More than two quadrilaterals, inside one another",,0.01,0.001345992,
26.04.04,1,0.0003513,0.0003513,5881,0.0025834,"Other irregular parallelograms, trapezia and quadrilaterals, quadrilaterals containing one or more rounded corners",,0.01,0.0041120928,
03.01.22,1,0.0004368,0.0004368,684,0.0025834,Animals of Series I with forepaw(s) resting on an escutcheon (shield)* or other object**,,0.01,0.0004782642,
03.02.26,1,0.002178,0.002178,524,0.0025834,Animals of Series II standing,,0.01,0.0003663895,
03.02.25,1,0.002178,0.002178,124,0.0025834,Animals of Series II in costume,,0.01,8.67028581177649E-005,
03.02.24,1,0.0005119,0.0005119,482,0.0025834,Animals of Series II stylized,,0.01,0.0003370224,
01.03.20,1,0.0004409,0.0004409,524,0.0025834,Sun representing a human face or the head of an animal,,0.01,0.0003663895,
01.01.99,1,0.000377,0.000377,6653,0.0025834,Stars with five points,,0.01,0.004651888,
09.05.25,1,0.0009662,0.0009662,32,0.0025834,"Other sewing accessories, not classified in 9.5.1",,0.01,2.23749311271651E-005,
05.03.14,1,0.0003876,0.0003876,4980,0.0025834,One leaf,,0.01,0.0034820987,
20.05.05,1,0.001014,0.001014,169,0.0025834,"Other documents bearing handwritten or printed texts, or tables",,0.01,0.0001181676,
24.01.99,1,0.0004368,0.0004368,1148,0.0025834,,,0.01,0.0008027007,
12.03.11,1,0.0007505,0.0007505,78,0.0025834,Taps ; taps which are not part of a sanitary installation,,0.01,5.4538894622465E-005,
06.06.01,1,0.002465,0.002465,84,0.0025834,Desert landscapes or landscapes with very sparse vegetation,,0.01,5.87341942088084E-005,
19.07.01,1,0.0005422,0.0005422,2390,0.0025834,Bottles or flasks in circular or elliptical horizontal cross section,,0.01,0.0016711277,
02.03.08,1,0.0002908,0.0002908,375,0.0025834,"Women engaging in sport, women dancers, drum majorettes",,0.01,0.0002622062,
02.03.30,1,0.001124,0.001124,338,0.0025834,Other women,,0.01,0.0002363352,
06.07.25,1,0.000479,0.000479,403,0.0025834,Other urban landscapes or village scenes,,0.01,0.0002817843,
26.15.11,1,0.0003787,0.0003787,615,0.0025834,Parallelepipeds,,0.01,0.0004300182,
15.07.11,1,0.0004415,0.0004415,199,0.0025834,Ball bearings and other bearings,,0.01,0.0001391441,
02.01.30,1,0.0003928,0.0003928,670,0.0025834,Other men (also mummies),,0.01,0.0004684751,
01.13.01,1,0.000312,0.000312,2989,0.0025834,"Armillary spheres, planetaria, astronomic orbits, atomic models, molecular models",,0.01,0.0020899584,
27.05,1,0.0003081,0.0003081,668,0.0025834,LETTERS PRESENTING A SPECIAL FORM OF WRITING,,0.01,0.0004670767,
24.17.04,1,0.0003027,0.0003027,1750,0.0025834,"Exclamation marks, question marks",,0.01,0.001223629,
14.03.15,1,0.0007505,0.0007505,84,0.0025834,"Door handles, window handles, hinges, butt-hinges, other handles",,0.01,5.87341942088084E-005,
24.13.14,1,0.0004108,0.0004108,1066,0.0025834,Crosses accompanied by an inscription,,0.01,0.0007453649,
3.17,1,0.0004103,0.0004103,320,0.0025834,,,0.01,0.0002237493,
15.07.09,1,0.0005907,0.0005907,1160,0.0025834,"Other wheels, with or without spokes",,0.01,0.0008110913,
24.09.13,1,0.0004368,0.0004368,890,0.0025834,Crowns surmounted with a cross.,,0.01,0.0006223028,
01.05.15,1,0.0002903,0.0002903,581,0.0025834,Parts of terrestrial globes,,0.01,0.0004062448,
03.04.11,1,0.001713,0.001713,767,0.0025834,"Goats, sheep, moufflons, chamois",,0.01,0.0005362991,
05.07.24,1,0.0003046,0.0003046,490,0.0025834,Groups of fruits of different kinds,,0.01,0.0003426161,
24.03.07,1,0.002624,0.002624,7303,0.0025834,"Seals or stamps, circular",,0.01,0.0051063788,
09.05.02,1,0.0007192,0.0007192,180,0.0025834,"Sewing needles, straight or curved",,0.01,0.000125859,
19.07.23,1,0.0005422,0.0005422,237,0.0025834,Bottles or flasks with surface relief other than ribs,,0.01,0.0001657143,
26.13.25,1,0.0004573,0.0004573,5182,0.0025834,"Other geometrical figures, indefinable designs",,0.01,0.0036233404,
27.03.03,1,0.0003048,0.0003048,1891,0.0025834,Letters or numerals representing an animal or a part of an animal's body,,0.01,0.0013222186,
02.07.25,1,0.0003624,0.0003624,252,0.0025834,Other groups or scenes,,0.01,0.0001762026,
02.07.23,1,0.0003624,0.0003624,808,0.0025834,Groups stylized,,0.01,0.000564967,
02.01.96,1,0.001124,0.001124,1278,0.0025834,Cartoon character,,0.01,0.0008935988,
02.01.97,1,0.0005158,0.0005158,2297,0.0025834,"Stylized heads, (un-)/happy faces",,0.01,0.0016061005,
02.01.95,1,0.0004409,0.0004409,2661,0.0025834,Stylized men formed by curved lines,,0.01,0.0018606154,
07.01.06,1,0.0004155,0.0004155,709,0.0025834,"Towers or masts, derricks (except 7.1.16), transmitting masts",,0.01,0.0004957446,
24.09.03,1,0.002624,0.002624,905,0.0025834,Stylized or fanciful crowns,,0.01,0.000632791,
29.01.01,1,0.0003396,0.0003396,28169,0.0025834,"Red, pink, orange",,0.01,0.0196962323,
02.03.16,1,0.0002908,0.0002908,1154,0.0025834,"Women in profile, women's silhouettes, women’s shadow",,0.01,0.000806896,
29.01.03,1,0.0004373,0.0004373,16199,0.0025834,Green,,0.01,0.0113266097,
05.09.15,1,0.0008106,0.0008106,374,0.0025834,"Aubergines, cucumbers, gherkins, sweet peppers , paprikas",,0.01,0.000261507,
29.01.05,1,0.0003151,0.0003151,2703,0.0025834,Violet,,0.01,0.0018899825,
25.03.03,1,0.0003046,0.0003046,3741,0.0025834,Elongated surfaces with two short sides convex or concave,,0.01,0.0026157693,
02.05.03,1,0.001124,0.001124,660,0.0025834,Girls,,0.01,0.000461483,
02.01.24,1,0.0004167,0.0004167,1966,0.0025834,Several men,,0.01,0.0013746598,
24.01.09,1,0.0004368,0.0004368,1032,0.0025834,Shields containing representations of animals or parts of animals' bodies,,0.01,0.0007215915,
25.07.25,1,0.0004573,0.0004573,1397,0.0025834,Surfaces or backgrounds covered with other repeated figurative elements,,0.01,0.0009768056,
27.03.15,1,0.0003787,0.0003787,10380,0.0025834,Letters or numerals representing a figurative element,,0.01,0.0072578683,
07.03.01,1,0.000383,0.000383,398,0.0025834,"Doors, entrances",,0.01,0.0002782882,
02.09.19,1,0.0005517,0.0005517,794,0.0025834,"Feet, toes, toenails, imprints of feet or of toes, legs",,0.01,0.000555178,
26.99.24,1,0.0005148,0.0005148,3530,0.0025834,Ellipses with dark surfaces or parts of surfaces,,0.01,0.0024682346,
29.01.96,1,0.00234,0.00234,11795,0.0025834,Grey,,0.01,0.0082472598,
25.01.99,1,0.0004155,0.0004155,343,0.0025834,Labels in the form of a polygon,,0.01,0.0002398313,
03.04.04,1,0.0003106,0.0003106,1007,0.0025834,"Bisons, bulls",,0.01,0.0007041111,
20.05.16,1,0.0005004,0.0005004,398,0.0025834,"Bank, credit or identification cards, bar-coded or not, magnetic or not",,0.01,0.0002782882,
01.05.23,1,0.0003003,0.0003003,1012,0.0025834,Other representations of the Earth or of the terrestrial globe,,0.01,0.0007076072,
07.05.10,1,0.0002973,0.0002973,311,0.0025834,"Triumphal arches, porticos, town gates",,0.01,0.0002174564,
02.03.01,1,0.0003046,0.0003046,1615,0.0025834,"Heads, busts",,0.01,0.0011292348,
25.07,1,0.0003081,0.0003081,10,0.0025834,"SURFACES OR BACKGROUNDS COVERED WITH REPEATED GEOMETRICAL FIGURES, FIGURATIVE ELEMENTS OR INSCRIPTIONS",,0.01,6.9921659772391E-006,
25.01.05,1,0.0004368,0.0004368,1624,0.0025834,Ornamental bands and borders (except 25.1.9),,0.01,0.0011355278,
05.05.23,1,0.0003624,0.0003624,288,0.0025834,"Groups of flowers of different kinds, bunches, sheaves or baskets of flowers, flower beds, scattered flowers",,0.01,0.0002013744,
03.07.02,1,0.000304,0.000304,606,0.0025834,Heraldic eagles,,0.01,0.0004237253,
26.07.05,1,0.0005158,0.0005158,2410,0.0025834,Circles or ellipses with one or more other quadrilaterals,,0.01,0.001685112,
01.03.02,1,0.0005119,0.0005119,3351,0.0025834,"Other representations of the sun, suns stylized",,0.01,0.0023430748,
01.15.03,1,0.0003674,0.0003674,1371,0.0025834,Lightning,,0.01,0.000958626,
27.01.13,1,0.0002915,0.0002915,788,0.0025834,Letters or numerals forming a figure in the shape of a band with 1 or more wavy or zigzag sides,,0.01,0.0005509827,
27.01.12,1,0.001124,0.001124,4352,0.0025834,Letters or numerals forming a figure in the shape of an arc of a circle,,0.01,0.0030429906,
03.04.24,1,0.0003106,0.0003106,1384,0.0025834,Animals of Series IV stylized,,0.01,0.0009677158,
07.01.25,1,0.0004167,0.0004167,613,0.0025834,Other dwellings or buildings,,0.01,0.0004286198,
20.07.02,1,0.001014,0.001014,871,0.0025834,"Books, magazines, newspapers",,0.01,0.0006090177,
07.05.25,1,0.0003628,0.0003628,106,0.0025834,Other monuments,,0.01,0.000074117,
26.01.03,1,0.0006493,0.0006493,30880,0.0025834,One circle,,0.01,0.0215918085,
27.99.14,1,0.0004495,0.0004495,2390,0.0025834,Letter “N”,,0.01,0.0016711277,
04.05.02,1,0.0004011,0.0004011,1534,0.0025834,"Personified objects, combinations of objects representing a personage",,0.01,0.0010725983,
27.99.16,1,0.0004402,0.0004402,4867,0.0025834,Letter “P”,,0.01,0.0034030872,
25.05.95,1,0.0003151,0.0003151,5866,0.0025834,"Backgrounds, in words or numerals, divided into two, horizontally",,0.01,0.0041016046,
25.07.02,1,0.0003344,0.0003344,548,0.0025834,Surfaces or backgrounds covered with lozenge shapes,,0.01,0.0003831707,
01.03.17,1,0.0004409,0.0004409,1192,0.0025834,Sun with rays constituted by triangles,,0.01,0.0008334662,
01.17.07,1,0.0002956,0.0002956,53,0.0025834,Groups of countries,,0.01,3.70584796793672E-005,
01.01.02,1,0.000377,0.000377,7465,0.0025834,One star,,0.01,0.0052196519,
29.01.04,1,0.0003396,0.0003396,30911,0.0025834,Blue,,0.01,0.0216134843,
07.05.09,1,0.0002973,0.0002973,180,0.0025834,"Stadiums, amphitheaters, playgrounds, playing fields, boxing rings",,0.01,0.000125859,
26.99.06,1,0.0005148,0.0005148,1438,0.0025834,"Several ellipses, juxtaposed, tangential or intersecting",,0.01,0.0010054735,
26.99.03,1,0.0003928,0.0003928,15240,0.0025834,One ellipse,,0.01,0.0106560609,
27.99.12,1,0.0004402,0.0004402,3032,0.0025834,Letter “L”,,0.01,0.0021200247,
26.15.25,1,0.0003503,0.0003503,1123,0.0025834,Other geometrical solids,,0.01,0.0007852202,
02.03.23,1,0.0005184,0.0005184,855,0.0025834,Women stylized,,0.01,0.0005978302,
06.01.02,1,0.0006235,0.0006235,1395,0.0025834,"Mountains, mountain landscapes",,0.01,0.0009754072,
18.01.05,1,0.0003624,0.0003624,421,0.0025834,"Bicycles, motor cycles, motor scooters, tricycles, one wheel bicycle",,0.01,0.0002943702,
01.17.01,1,0.0002956,0.0002956,309,0.0025834,Planispheres,,0.01,0.0002160579,
25.01.25,1,0.0004155,0.0004155,4406,0.0025834,Other ornamental motifs,,0.01,0.0030807483,
24.07.23,1,0.0003344,0.0003344,1558,0.0025834,Stylized flags,,0.01,0.0010893795,
03.01.02,1,0.0004368,0.0004368,1435,0.0025834,Heraldic lions,,0.01,0.0010033758,
01.15.24,1,0.0005121,0.0005121,1599,0.0025834,"Waves, sound and micro waves.",,0.01,0.0011180473,
24.13.23,1,0.0004108,0.0004108,730,0.0025834,Crosses within a square or a rectangle,,0.01,0.0005104281,
24.13.25,1,0.0004108,0.0004108,1116,0.0025834,Other crosses,,0.01,0.0007803257,
24.15.02,1,0.0044,0.0044,2666,0.0025834,Two arrows,,0.01,0.0018641114,
24.15.03,1,0.0004409,0.0004409,1696,0.0025834,More than two arrows,,0.01,0.0011858713,
24.07.01,1,0.0003344,0.0003344,2253,0.0025834,One flag,,0.01,0.001575335,
27.99.04,1,0.0003416,0.0003416,4028,0.0025834,Letter “D”,,0.01,0.0028164445,
27.99.01,1,0.0005616,0.0005616,6137,0.0025834,Letter “A”,,0.01,0.0042910923,
05.05.20,1,0.000357,0.000357,7099,0.0025834,Stylized flowers,,0.01,0.0049637386,
05.05.21,1,0.000357,0.000357,7200,0.0025834,One flower,,0.01,0.0050343595,
27.99.09,1,0.0004495,0.0004495,3499,0.0025834,Letter “I”,,0.01,0.0024465589,
27.99.08,1,0.0005616,0.0005616,3167,0.0025834,Letter “H”,,0.01,0.002214419,
05.13.04,1,0.0009662,0.0009662,1208,0.0025834,"Crossed branches, Caesar’s crown",,0.01,0.0008446537,
02.01.23,1,0.0003674,0.0003674,4945,0.0025834,Other stylized men,,0.01,0.0034576261,
17.01.19,1,0.0006155,0.0006155,94,0.0025834,Sandglasses,,0.01,6.57263601860475E-005,
03.02.01,1,0.002178,0.002178,823,0.0025834,"Elephants, mammoths",,0.01,0.0005754553,
03.07.05,1,0.0003048,0.0003048,387,0.0025834,Owls,,0.01,0.0002705968,
05.03.04,1,0.0003876,0.0003876,659,0.0025834,"Vine leaves (except 5.3.19), plane leaves, maple leaves",,0.01,0.0004607837,
29.01,1,0.0003081,0.0003081,377,0.0025834,COLOURS,,0.01,0.0002636047,
,,,,,,,,0,0,
Park Regis,,,,,,,,0,0,
26.01.03,13,0.138636783,0.1794,30880,0.2855491252,One circle,,0.13,0.0215918085,
27.05.01,9,0.1442190474,0.1812,76491,0.2855491252,Letters presenting a special form of writing,,0.09,0.0534837768,
29.01.01,7,0.140858911,0.1563,28169,0.2855491252,"Red, pink, orange",,0.07,0.0196962323,
26.04.05,4,0.1486580511,0.1729826458,45824,0.2855491252,One quadrilateral,,0.04,0.0320409014,
05.03.13,4,0.1440148853,0.1704,8293,0.2855491252,Stylized leaves,,0.04,0.0057986032,
26.01.18,4,0.1335924371,0.153204237,9301,0.2855491252,Circles containing one or more letters,,0.04,0.0065034136,
26.01.24,4,0.1482660993,0.2035,9702,0.2855491252,Circles with dark surfaces or parts of surfaces,,0.04,0.0067837994,
26.01.96,4,0.1408223169,0.1729826458,3055,0.2855491252,More than three circles juxtaposed,,0.04,0.0021361067,
07.01.24,4,0.1385952499,0.1476809997,3274,0.2855491252,Dwellings or buildings stylized,,0.04,0.0022892351,
27.05.22,4,0.2129691841,0.3724519,14566,0.2855491252,"Monograms formed of intertwined, overlapping or otherwise combined letters",,0.04,0.010184789,
25.05.94,4,0.1614315775,0.18612631,13194,0.2855491252,"Backgrounds, in words or numerals, divided into two, vertically",,0.04,0.0092254638,
05.05.20,4,0.3569739885,1,7099,0.2855491252,Stylized flowers,1,0.04,0.0049637386,
05.05.21,4,0.3569739885,1,7200,0.2855491252,One flower,1,0.04,0.0050343595,
26.04.02,3,0.1489165195,0.1589,34538,0.2855491252,Rectangles,,0.03,0.0241495429,
15.01.13,3,0.1568428526,0.174843994,1974,0.2855491252,"Propellers, ventilators, blowers, turbines, burners ; all kind of propellers, including those for aircraft or ships",,0.03,0.0013802536,
05.03.15,3,0.1427183523,0.1704,3833,0.2855491252,Two to four leaves,,0.03,0.0026800972,
05.03.14,3,0.1541971049,0.18546368,4980,0.2855491252,One leaf,,0.03,0.0034820987,
24.13.01,3,0.1437666667,0.1508,2347,0.2855491252,"Greek cross, St. Andrew's cross",,0.03,0.0016410614,
02.01.95,3,0.1435,0.172,2661,0.2855491252,Stylized men formed by curved lines,,0.03,0.0018606154,
29.01.04,3,0.1474630892,0.1729826458,30911,0.2855491252,Blue,,0.03,0.0216134843,
02.01.23,3,0.1389333333,0.1508,4945,0.2855491252,Other stylized men,,0.03,0.0034576261,
26.11.09,3,0.14,0.1589,5044,0.2855491252,Oblique lines or bands,,0.03,0.0035268485,
26.01.04,3,0.17,0.2035,2969,0.2855491252,Two circles one inside the other,,0.03,0.0020759741,
26.99.03,3,0.1540748053,0.1679,15240,0.2855491252,One ellipse,,0.03,0.0106560609,
27.99.19,3,0.1428122167,0.1729826458,7412,0.2855491252,Letter “S”,,0.03,0.0051825934,
26.04.09,2,0.1408007591,0.1544,12400,0.2855491252,"Several quadrilaterals juxtaposed, joined or intersecting",,0.02,0.0086702858,
26.04.03,2,0.1511413229,0.1729826458,5235,0.2855491252,Rhombs or squares standing on one of the corners thereof,,0.02,0.0036603989,
24.15.21,2,0.1507185419,0.165524416,1646,0.2855491252,Arrowheads,,0.02,0.0011509105,
27.99.23,2,0.1295805328,0.1334495585,2427,0.2855491252,Letter “W”,,0.02,0.0016969987,
26.04.18,2,0.1532161021,0.1729826458,12919,0.2855491252,Quadrilaterals containing one or more letters,,0.02,0.0090331792,
24.17.01,2,0.1274030554,0.1331,2301,0.2855491252,"Punctuation marks, brackets, quotation marks",,0.02,0.0016088974,
26.03.23,2,0.1395,0.1502,5405,0.2855491252,Lines or bands forming an angle,,0.02,0.0037792657,
26.04.24,2,0.1448066877,0.1589,18811,0.2855491252,Quadrilaterals with dark surfaces or parts of surfaces,,0.02,0.0131529634,
26.13.25,2,0.13005,0.1327,5182,0.2855491252,"Other geometrical figures, indefinable designs",,0.02,0.0036233404,
29.01.08,2,0.14585,0.1543,17277,0.2855491252,Black,,0.02,0.0120803652,
29.01.03,2,0.13190407,0.1366066217,16199,0.2855491252,Green,,0.02,0.0113266097,
26.11.06,2,0.148357045,0.16581409,10867,0.2855491252,"Thick lines, bands",,0.02,0.0075983868,
02.01.24,2,0.1243,0.1257,1966,0.2855491252,Several men,,0.02,0.0013746598,
26.01.19,2,0.16455,0.1794,4478,0.2855491252,Circles with inscriptions projecting beyond the circumference,,0.02,0.0031310919,
26.01.97,2,0.1313,0.1352,1715,0.2855491252,Three circles juxtaposed,,0.02,0.0011991565,
27.05.21,2,0.1288379522,0.1319643974,29138,0.2855491252,One letter,,0.02,0.0203737732,
02.01.08,2,0.1468,0.1505,2166,0.2855491252,"Acrobats, athletes, dancers, jugglers, nude men, men practising sports, men on bicycle, on motorcycle etc. (except 2.1.2, 2.1.12, 2.1.14, 2.1.20 and 2.1.21)",,0.02,0.0015145032,
01.05.01,2,0.164263155,0.18612631,2852,0.2855491252,Terrestrial globes,,0.02,0.0019941657,
26.05.01,2,0.1486,0.1589,3453,0.2855491252,One polygon,,0.02,0.0024143949,
